tcp,private,S0,0,0,0,0,254,20,0.00,0.08,0.06,20,0.08,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,264,9,0.00,0.03,0.05,9,0.04,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,274,14,0.00,0.05,0.05,14,0.05,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,284,19,0.00,0.07,0.05,19,0.07,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,294,24,0.00,0.08,0.05,24,0.09,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,204,2,0.00,0.01,0.06,2,0.01,0.06,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,214,8,0.00,0.04,0.06,8,0.03,0.06,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,224,12,0.00,0.05,0.06,12,0.05,0.06,0.00,0.00,1.00,neptune
tcp,http,SF,277,1684,0,0,10,10,0.00,1.00,0.00,255,1.00,0.00,0.10,0.03,0.00,normal
tcp,http,SF,294,2542,0,0,5,5,0.00,1.00,0.00,255,1.00,0.00,0.20,0.03,0.00,normal
tcp,http,SF,230,3165,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,1.00,0.04,0.00,normal
tcp,http,SF,305,3234,0,0,4,4,0.00,1.00,0.00,255,1.00,0.00,0.09,0.04,0.00,normal
tcp,http,SF,311,2170,0,0,3,5,0.00,1.00,0.00,255,1.00,0.00,0.33,0.05,0.00,normal
tcp,http,SF,308,11121,0,0,13,13,0.00,1.00,0.00,255,1.00,0.00,0.08,0.05,0.00,normal
tcp,http,SF,313,2142,0,0,8,8,0.00,1.00,0.00,255,1.00,0.00,0.04,0.05,0.00,normal
tcp,http,SF,285,330,0,0,3,3,0.00,1.00,0.00,255,1.00,0.00,0.33,0.06,0.00,normal
tcp,http,SF,286,531,0,0,13,13,0.00,1.00,0.00,255,1.00,0.00,0.08,0.06,0.00,normal
tcp,http,SF,283,324,0,0,23,23,0.00,1.00,0.00,255,1.00,0.00,0.04,0.06,0.00,normal
tcp,http,SF,258,1205,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.03,0.06,0.00,normal
tcp,http,SF,284,9133,0,0,10,10,0.00,1.00,0.00,255,1.00,0.00,0.10,0.05,0.00,normal
tcp,http,SF,276,2903,0,0,20,20,0.00,1.00,0.00,255,1.00,0.00,0.05,0.05,0.00,normal
tcp,http,SF,190,1603,0,0,9,10,0.00,1.00,0.00,255,1.00,0.00,0.03,0.05,0.00,normal
tcp,http,SF,196,393,0,0,19,25,0.00,1.00,0.00,255,1.00,0.00,0.03,0.05,0.00,normal
tcp,http,SF,284,393,0,0,8,8,0.00,1.00,0.00,255,1.00,0.00,0.02,0.05,0.00,normal
tcp,http,SF,275,442,0,0,18,18,0.00,1.00,0.00,255,1.00,0.00,0.02,0.05,0.00,normal
tcp,http,SF,142,3842,0,0,4,9,0.00,1.00,0.00,255,1.00,0.00,0.25,0.06,0.00,normal
tcp,http,SF,281,170,0,0,4,15,0.00,1.00,0.00,255,1.00,0.00,0.25,0.07,0.00,normal
tcp,http,SF,279,168,0,0,14,29,0.00,1.00,0.00,255,1.00,0.00,0.07,0.07,0.00,normal
tcp,http,SF,302,191,0,0,24,39,0.00,1.00,0.00,255,1.00,0.00,0.04,0.07,0.00,normal
tcp,http,SF,279,168,0,0,2,28,0.00,1.00,0.00,255,1.00,0.00,0.03,0.07,0.00,normal
tcp,http,SF,275,247,0,0,1,2,0.00,1.00,0.00,255,1.00,0.00,0.50,0.08,0.00,normal
tcp,http,SF,337,7451,0,0,1,19,0.00,1.00,0.00,255,1.00,0.00,0.20,0.09,0.00,normal
tcp,http,SF,295,406,0,0,1,4,0.00,1.00,0.00,255,1.00,0.00,0.20,0.09,0.00,normal
tcp,http,SF,145,432,0,0,1,11,0.00,1.00,0.00,255,1.00,0.00,1.00,0.11,0.00,normal
tcp,http,SF,201,62535,0,0,10,10,0.00,1.00,0.00,255,1.00,0.00,0.10,0.10,0.00,normal
tcp,http,SF,320,485,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.14,0.11,0.00,normal
tcp,http,SF,235,5754,0,0,2,2,0.00,1.00,0.00,255,1.00,0.00,0.25,0.11,0.00,normal
tcp,http,SF,303,150638,0,0,10,35,0.00,1.00,0.00,255,1.00,0.00,0.10,0.10,0.00,normal
tcp,http,SF,325,27811,0,0,4,4,0.00,1.00,0.00,255,1.00,0.00,0.05,0.10,0.00,normal
tcp,http,SF,258,6496,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.03,0.10,0.00,normal
tcp,http,SF,303,150638,0,0,11,21,0.00,1.00,0.00,255,1.00,0.00,0.03,0.10,0.00,normal
tcp,http,SF,323,1075,0,0,5,6,0.00,1.00,0.00,255,1.00,0.00,0.20,0.10,0.00,normal
tcp,http,SF,328,324,0,0,4,4,0.00,1.00,0.00,255,1.00,0.00,0.07,0.10,0.00,normal
tcp,http,SF,326,4660,0,0,8,9,0.00,1.00,0.00,255,1.00,0.00,0.04,0.10,0.00,normal
tcp,http,SF,334,2684,0,0,4,4,0.00,1.00,0.00,255,1.00,0.00,0.03,0.09,0.00,normal
tcp,http,SF,331,1417,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.02,0.09,0.00,normal
tcp,http,SF,333,35187,0,0,11,12,0.00,1.00,0.00,255,1.00,0.00,0.02,0.09,0.00,normal
tcp,http,SF,197,1571,0,0,4,4,0.00,1.00,0.00,255,1.00,0.00,0.25,0.10,0.00,normal
tcp,http,SF,197,13802,0,0,3,3,0.00,1.00,0.00,255,1.00,0.00,0.33,0.11,0.00,normal
tcp,http,SF,215,2941,0,0,3,4,0.00,1.00,0.00,255,1.00,0.00,0.12,0.11,0.00,normal
tcp,http,SF,214,3687,0,0,6,7,0.00,1.00,0.00,255,1.00,0.00,0.06,0.11,0.00,normal
tcp,http,SF,297,599,0,0,4,4,0.00,1.00,0.00,255,1.00,0.00,0.25,0.11,0.00,normal
tcp,http,SF,296,540,0,0,14,14,0.00,1.00,0.00,255,1.00,0.00,0.07,0.10,0.00,normal
tcp,http,SF,296,617,0,0,24,24,0.00,1.00,0.00,255,1.00,0.00,0.04,0.10,0.00,normal
tcp,http,SF,294,29288,0,0,34,34,0.00,1.00,0.00,255,1.00,0.00,0.03,0.10,0.00,normal
tcp,http,SF,285,34557,0,0,2,2,0.00,1.00,0.00,255,1.00,0.00,0.14,0.10,0.00,normal
tcp,http,SF,316,3665,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.06,0.09,0.00,normal
tcp,http,SF,335,10440,0,0,6,7,0.00,1.00,0.00,255,1.00,0.00,0.04,0.08,0.00,normal
tcp,http,SF,284,10592,0,0,5,5,0.00,1.00,0.00,255,1.00,0.00,0.03,0.07,0.00,normal
tcp,http,SF,242,7066,0,0,2,2,0.00,1.00,0.00,255,1.00,0.00,0.02,0.05,0.00,normal
tcp,http,SF,223,3707,0,0,9,9,0.00,1.00,0.00,255,1.00,0.00,0.11,0.05,0.00,normal
tcp,http,SF,204,1731,0,0,6,6,0.00,1.00,0.00,255,1.00,0.00,0.05,0.04,0.00,normal
tcp,http,SF,148,1122,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.33,0.04,0.00,normal
tcp,http,S0,0,0,0,0,2,8,0.00,1.00,0.00,255,1.00,0.00,0.15,0.04,0.00,normal
tcp,http,SF,215,2649,0,0,6,12,0.00,1.00,0.00,255,1.00,0.00,0.04,0.04,0.00,normal
tcp,http,SF,341,326,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,1.00,0.05,0.01,normal
tcp,http,SF,341,1943,0,0,11,11,0.00,1.00,0.00,255,1.00,0.00,0.09,0.05,0.01,normal
tcp,http,SF,341,1663,0,0,6,6,0.00,1.00,0.00,255,1.00,0.00,0.05,0.05,0.01,normal
tcp,http,SF,235,501,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.50,0.05,0.01,normal
tcp,http,SF,320,13828,0,0,1,1,0.00,1.00,0.00,255,1.00,0.00,0.10,0.05,0.01,normal
tcp,http,SF,319,1435,0,0,6,6,0.00,1.00,0.00,255,1.00,0.00,0.17,0.07,0.01,normal
tcp,http,SF,335,3435,0,0,6,35,0.00,1.00,0.00,255,1.00,0.00,0.06,0.07,0.01,normal
tcp,http,SF,291,236,0,0,8,8,0.00,1.00,0.00,255,1.00,0.00,0.04,0.06,0.01,normal
tcp,http,SF,308,662,0,0,8,10,0.00,1.00,0.00,255,1.00,0.00,0.03,0.06,0.01,normal
tcp,http,SF,291,1862,0,0,10,11,0.00,1.00,0.00,255,1.00,0.00,0.02,0.05,0.01,normal
tcp,http,SF,289,244,0,0,2,2,0.00,1.00,0.00,255,1.00,0.00,0.02,0.05,0.01,normal
tcp,http,SF,306,662,0,0,2,2,0.00,1.00,0.00,255,1.00,0.00,0.02,0.05,0.01,normal
tcp,http,SF,289,1862,0,0,4,12,0.00,1.00,0.00,255,1.00,0.00,0.01,0.05,0.01,normal
tcp,http,SF,310,1881,0,0,4,5,0.00,1.00,0.00,255,1.00,0.00,0.01,0.05,0.01,normal
tcp,http,SF,282,2286,0,0,6,6,0.00,1.00,0.00,255,1.00,0.00,0.17,0.05,0.01,normal
tcp,http,SF,203,1200,0,0,6,18,0.00,1.00,0.00,255,1.00,0.00,0.06,0.05,0.01,normal
tcp,private,S0,0,0,0,0,234,17,0.00,0.07,0.06,17,0.07,0.06,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,244,22,0.00,0.09,0.05,22,0.09,0.06,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,254,10,0.00,0.04,0.06,10,0.04,0.06,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,264,16,0.00,0.06,0.05,16,0.06,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,274,20,0.00,0.07,0.05,20,0.08,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,284,24,0.00,0.08,0.05,24,0.09,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,294,6,0.00,0.02,0.05,6,0.02,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,204,10,0.00,0.05,0.05,10,0.04,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,214,3,0.00,0.01,0.06,3,0.01,0.06,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,224,8,0.00,0.04,0.05,8,0.03,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,234,16,0.00,0.07,0.05,16,0.06,0.05,0.00,0.00,1.00,neptune
tcp,private,S0,0,0,0,0,244,19,0.00,0.08,0.05,19,0.07,0.05,0.00,0.00,1.00,neptune
